name,schluessel,gemeinde,gmdschl,bbox
Ostinghausen,51766,Bad Sassendorf,5974008,"(442560.24, 5719990.08, 445476.9, 5722032.6)"
Dillnhütten,51924,Siegen,5970040,"(430267.63, 5641831.05, 430746.84, 5642272.57)"
Schoneberg,51767,Lippetal,5974024,"(441350.4, 5720939.03, 444089.93, 5724023.7)"
Ampen,51768,Soest,5974040,"(432349.67, 5710379.21, 434991.78, 5713233.81)"
Ehningsen,51769,Welver,5974048,"(428919.08, 5713793.05, 430387.82, 5716106.35)"
Gabrechten,51925,Bad Sassendorf,5974008,"(441484.7, 5716707.56, 442893.48, 5717933.63)"
Einecke,51770,Welver,5974048,"(429246.26, 5715306.22, 432107.91, 5717525.63)"
Eineckerholsen,51771,Welver,5974048,"(430243.66, 5714421.23, 431997.18, 5715838.65)"
Enkesen bei Paradiese,51772,Soest,5974040,"(431542.93, 5711395.02, 433537.34, 5713582.32)"
Epsingsen,51773,Soest,5974040,"(432629.88, 5708807.43, 434481.34, 5710957.74)"
Flerke,51774,Welver,5974048,"(426255.55, 5715002.02, 428820.86, 5717422.86)"
Hattrop,51775,Soest,5974040,"(433827.03, 5713563.61, 436011.63, 5716019.82)"
Klotingen,51776,Welver,5974048,"(428055.83, 5715626.2, 431296.05, 5719063.17)"
Meiningsen,51777,Soest,5974040,"(433452.69, 5708244.67, 435978.72, 5711862.17)"
Merklingsen,51778,Welver,5974048,"(429752.33, 5712918.08, 432089.34, 5714941.84)"
Meyerich,51779,Welver,5974048,"(426254.55, 5717068.4, 428755.8, 5720234.01)"
Ostönnen,51780,Soest,5974040,"(429469.07, 5709398.38, 432360.34, 5713142.15)"
Recklingsen,51781,Welver,5974048,"(428842.93, 5718737.53, 431928.3, 5721344.85)"
Röllingsen,51782,Soest,5974040,"(431555.65, 5708783.52, 432970.88, 5711368.48)"
Kleinenbreden,52370,Marienmünster,5762024,"(515622.26, 5742370.05, 517454.01, 5743316.94)"
Schwefe,51783,Welver,5974048,"(431652.54, 5713256.78, 434116.2, 5716519.56)"
Kirchwelver,51784,Welver,5974048,"(427790.49, 5718579.94, 429822.46, 5720618.71)"
Budberg,51786,Werl,5974052,"(420500.75, 5712542.99, 423673.99, 5714415.29)"
Ostbüderich,51787,Werl,5974052,"(421646.43, 5708372.84, 423132.99, 5712818.81)"
Holtum,51788,Werl,5974052,"(419020.12, 5709203.14, 422060.81, 5713028.99)"
Mawicke,51789,Werl,5974052,"(428687.61, 5709496.76, 430584.75, 5713440.4)"
Willegassen,52422,Willebadessen,5762040,"(512387.14, 5716649.28, 513974.37, 5718439.3)"
Niederbergstraße,51790,Werl,5974052,"(427280.99, 5713695.05, 429488.29, 5715731.73)"
Langschede,51936,Fröndenberg/Ruhr,5978012,"(409852.37, 5703138.17, 411179.82, 5704236.01)"
Oberbergstraße,51791,Werl,5974052,"(427567.56, 5712795.77, 430124.19, 5714277.35)"
Schlückingen,51793,Wickede (Ruhr),5974056,"(419097.31, 5706960.45, 422335.66, 5709827.72)"
Detmold,52003,Detmold,5766020,"(489133.67, 5751434.39, 494143.09, 5756519.43)"
Horn,52004,Horn-Bad Meinberg,5766032,"(493030.51, 5742365.67, 499321.26, 5749217.78)"
Lage,52005,Lage,5766040,"(484253.55, 5758476.54, 487755.18, 5761677.11)"
Lemgo,52006,Lemgo,5766044,"(489572.51, 5761138.79, 498815.82, 5768430.5)"
Künsebeck,52526,Halle (Westf.),5754012,"(453260.03, 5762687.54, 459640.46, 5767119.78)"
Langenberg,52527,Langenberg,5754024,"(448400.8, 5730346.35, 456407.07, 5739551.44)"
Liemke,52528,Verl,5754044,"(469248.38, 5744745.67, 472555.17, 5748607.25)"
Lintel,52529,Rheda-Wiedenbrück,5754028,"(452870.36, 5741189.59, 458788.66, 5748106.62)"
Loxten,52530,Versmold,5754048,"(437759.03, 5765517.65, 446184.03, 5769878.28)"
Marienfeld,52531,Harsewinkel,5754016,"(445621.82, 5753171.1, 454102.77, 5758179.76)"
Mastholte,52532,Rietberg,5754032,"(454697.66, 5729788.54, 460259.98, 5737378.64)"
Neuenkirchen,52534,Rietberg,5754032,"(460411.68, 5740338.04, 465409.11, 5743321.53)"
Niehorst,52535,Gütersloh,5754008,"(452770.54, 5754350.91, 457962.88, 5757772.63)"
Nordrheda-Ems,52536,Rheda-Wiedenbrück,5754028,"(444841.49, 5741538.76, 454003.52, 5749900.78)"
Oesterweg,52537,Versmold,5754048,"(442429.35, 5761961.65, 446981.57, 5767333.0)"
Österwiehe,52538,Verl,5754044,"(464722.49, 5742357.19, 472268.81, 5745517.95)"
Peckeloh,52539,Versmold,5754048,"(436554.24, 5761104.43, 444110.32, 5765852.47)"
Rheda,52540,Rheda-Wiedenbrück,5754028,"(447804.04, 5742828.85, 453154.42, 5747203.02)"
Rietberg,52541,Rietberg,5754032,"(457270.53, 5734906.3, 463321.67, 5741702.2)"
Schloß Holte,52542,Schloß Holte-Stukenbrock,5754036,"(469519.27, 5744859.11, 475317.19, 5753026.57)"
Sende,52543,Verl,5754044,"(465739.81, 5748108.15, 471000.68, 5752961.72)"
Spexard,52544,Gütersloh,5754008,"(456742.55, 5745200.35, 462675.58, 5750948.86)"
Steinhagen,52545,Steinhagen,5754040,"(455818.08, 5757790.37, 463049.55, 5764395.1)"
Westönnen,51794,Werl,5974052,"(426453.5, 5708830.79, 429268.93, 5713972.83)"
Schwalenberg,52010,Schieder-Schwalenberg,5766060,"(511643.14, 5745106.4, 516513.29, 5749426.86)"
Almena,52011,Extertal,5766028,"(504659.09, 5771587.31, 506550.07, 5774773.54)"
Sankt Vit,52546,Rheda-Wiedenbrück,5754028,"(446913.1, 5739816.8, 451256.4, 5743513.81)"
Stukenbrock,52547,Schloß Holte-Stukenbrock,5754036,"(472990.54, 5744646.83, 482662.18, 5753356.21)"
Varensell,52548,Rietberg,5754032,"(458482.52, 5742787.7, 465299.61, 5747398.87)"
Wickede,51795,Wickede (Ruhr),5974056,"(420037.34, 5704500.3, 422698.56, 5707414.43)"
Wiehagen,51796,Wickede (Ruhr),5974056,"(418916.91, 5704728.66, 421257.16, 5707576.1)"
Alertshausen,51798,Bad Berleburg,5970004,"(464200.48, 5654933.04, 466850.26, 5657777.33)"
Beddelhausen,51800,Bad Berleburg,5970004,"(461846.89, 5647853.73, 465759.03, 5651674.02)"
Christianseck,51801,Bad Berleburg,5970004,"(461004.91, 5654332.51, 464241.99, 5657885.83)"
Sassenhausen,51805,Bad Berleburg,5970004,"(456196.3, 5646945.39, 459139.47, 5650459.93)"
Schwarzenau,51806,Bad Berleburg,5970004,"(461423.49, 5650968.54, 464420.48, 5654168.04)"
Stünzel,51807,Bad Berleburg,5970004,"(452870.59, 5645978.49, 457184.38, 5648527.95)"
Weidenhausen,51808,Bad Berleburg,5970004,"(454030.32, 5647893.58, 456988.24, 5650612.19)"
Bermershausen,51810,Bad Laasphe,5970028,"(452548.01, 5643157.06, 455108.19, 5645887.63)"
Bernshausen,51811,Bad Laasphe,5970028,"(450196.63, 5637328.3, 453908.19, 5639451.36)"
Fischelbach,51812,Bad Laasphe,5970028,"(449737.68, 5634531.92, 455847.67, 5637698.27)"
Heiligenborn,51813,Bad Laasphe,5970028,"(448885.14, 5637012.06, 450993.66, 5640001.64)"
Merzenich,54440,Zülpich,5366044,"(331574.75, 5614764.91, 333356.09, 5616820.16)"
Herbertshausen,51814,Bad Laasphe,5970028,"(453571.42, 5640784.42, 456061.95, 5643210.81)"
Hesselbach,51815,Bad Laasphe,5970028,"(452466.89, 5636047.0, 457857.65, 5639624.21)"
Holzhausen,51816,Bad Laasphe,5970028,"(453007.75, 5644787.28, 455866.61, 5647561.33)"
Niederlaasphe,51817,Bad Laasphe,5970028,"(459781.1, 5640628.11, 462023.7, 5643328.51)"
Puderbach,51818,Bad Laasphe,5970028,"(458879.04, 5642828.89, 462399.44, 5646743.38)"
Saßmannshausen,51819,Bad Laasphe,5970028,"(454616.25, 5642597.07, 457289.8, 5646445.69)"
Wittgenstein-Kunst,51820,Bad Laasphe,5970028,"(455658.72, 5641164.3, 458097.43, 5643656.96)"
Balde,51823,Erndtebrück,5970012,"(451600.04, 5647446.92, 454171.48, 5650762.25)"
Birkefehl,51825,Erndtebrück,5970012,"(448174.1, 5650335.09, 452219.95, 5654470.96)"
Dotzlar,51827,Bad Berleburg,5970004,"(456534.57, 5650235.96, 459893.27, 5653772.94)"
Hemschlar,51828,Bad Berleburg,5970004,"(453964.01, 5650276.66, 456971.32, 5652681.1)"
Raumland,51829,Bad Berleburg,5970004,"(454512.57, 5651416.2, 458473.34, 5654157.3)"
Rinthe,51830,Bad Berleburg,5970004,"(452051.46, 5649334.77, 454954.78, 5651852.58)"
Womelsdorf,51832,Erndtebrück,5970012,"(443639.29, 5650293.83, 449186.69, 5652549.38)"
Amtshausen,51834,Bad Laasphe,5970028,"(448996.18, 5646394.52, 452499.8, 5648678.97)"
Oberelvenich,54448,Zülpich,5366044,"(336892.45, 5617568.29, 339298.4, 5620367.82)"
Benfe,51835,Erndtebrück,5970012,"(444640.1, 5642017.2, 448419.14, 5645988.34)"
Oberndorf,51840,Bad Laasphe,5970028,"(448287.81, 5644271.77, 451359.02, 5646867.45)"
Rückershausen,51841,Bad Laasphe,5970028,"(448992.91, 5644192.71, 451024.76, 5645232.96)"
Rüppershausen,51842,Bad Laasphe,5970028,"(450714.36, 5644624.06, 452446.27, 5647719.38)"
Schameder,51843,Erndtebrück,5970012,"(449014.09, 5648380.19, 452088.7, 5650797.42)"
Steinbach,51844,Bad Laasphe,5970028,"(451432.7, 5644850.65, 453849.93, 5647797.85)"
Weide,51846,Bad Laasphe,5970028,"(448419.14, 5643364.64, 450341.94, 5644689.39)"
Zinse,51848,Erndtebrück,5970012,"(443081.29, 5649979.15, 446173.55, 5652574.89)"
Diedenshausen,51849,Bad Berleburg,5970004,"(461975.58, 5657329.28, 465886.39, 5660108.52)"
Girkhausen,51850,Bad Berleburg,5970004,"(458348.51, 5660545.44, 465427.97, 5666636.82)"
Roitzheim,54452,Euskirchen,5366016,"(344325.76, 5612001.1, 345456.28, 5613840.49)"
Langewiese,51853,Winterberg,5958048,"(460665.73, 5664939.49, 463529.4, 5668142.67)"
Mollseifen,51854,Winterberg,5958048,"(463956.19, 5666412.15, 465500.31, 5668108.49)"
Neuastenberg,51855,Winterberg,5958048,"(462578.5, 5665864.38, 464694.27, 5669059.12)"
Rövenich,54453,Zülpich,5366044,"(335684.41, 5619011.37, 338535.06, 5622230.55)"
Schüllar,51856,Bad Berleburg,5970004,"(456597.78, 5657926.59, 460524.88, 5664743.83)"
Wemlighausen,51857,Bad Berleburg,5970004,"(458778.16, 5657114.62, 463907.28, 5661300.79)"
Wunderthausen,51858,Bad Berleburg,5970004,"(463121.3, 5659491.76, 468394.94, 5664995.42)"
Laasphe,51859,Bad Laasphe,5970028,"(455453.32, 5638535.58, 460521.58, 5647631.29)"
Herzfeld,51862,Lippetal,5974024,"(437779.0, 5723356.7, 445529.12, 5730041.56)"
Lippborg,51863,Lippetal,5974024,"(427097.81, 5722996.95, 438414.31, 5730728.53)"
Milchenbach,51864,Lennestadt,5966020,"(443136.86, 5660185.91, 446905.31, 5664021.42)"
Altlichtendorf,51872,Schwerte,5978028,"(401614.82, 5701231.43, 404361.23, 5703690.96)"
Rosen,51873,Schwerte,5978028,"(397929.66, 5699152.95, 399814.7, 5701538.03)"
Altenfeld,51874,Winterberg,5958048,"(459780.27, 5676165.34, 462513.08, 5679588.44)"
Meerhof,51876,Marsberg,5958024,"(486621.31, 5704903.77, 492793.35, 5710854.08)"
Westheim,51878,Marsberg,5958024,"(491577.95, 5703581.57, 497975.28, 5707944.42)"
Garfeln,51879,Lippstadt,5974028,"(461450.23, 5725955.46, 464404.64, 5728305.08)"
Hörste,51880,Lippstadt,5974028,"(458840.69, 5724141.61, 461762.65, 5728120.52)"
Rebbeke,51881,Lippstadt,5974028,"(457944.55, 5726567.11, 464042.43, 5730489.58)"
Bad Waldliesborn,51882,Lippstadt,5974028,"(451084.49, 5726078.63, 456235.46, 5730973.76)"
Lücklemberg,51900,Dortmund,5913000,"(392745.93, 5699263.73, 394970.96, 5703784.36)"
Niederhofen,51901,Dortmund,5913000,"(395358.79, 5700603.99, 397190.67, 5702966.57)"
Wichlinghofen,51902,Dortmund,5913000,"(394386.69, 5699820.89, 395895.5, 5702682.77)"
Kemminghausen,51903,Dortmund,5913000,"(394085.48, 5712734.41, 395713.79, 5714579.36)"
Bellenberg,52024,Horn-Bad Meinberg,5766032,"(499087.55, 5745296.59, 501208.37, 5747693.25)"
Holthausen,51904,Dortmund,5913000,"(390603.66, 5713004.44, 393194.61, 5715687.12)"
Holte,51905,Dortmund,5913000,"(382191.91, 5707241.45, 383260.84, 5708245.84)"
Heßloh,52086,Lage,5766040,"(487702.08, 5759524.72, 489890.14, 5761567.52)"
Menglinghausen,51906,Dortmund,5913000,"(389370.83, 5702691.59, 391067.74, 5704615.08)"
Persebeck,51907,Dortmund,5913000,"(388590.22, 5701660.5, 390091.53, 5703715.89)"
Salingen,51908,Dortmund,5913000,"(388041.54, 5701947.62, 389237.86, 5704007.89)"
Schweinheim,54457,Euskirchen,5366016,"(348662.56, 5607840.89, 350571.06, 5610660.04)"
Altenderne,51909,Lünen,5978024,"(396222.17, 5715135.19, 398558.12, 5716397.3)"
Waldhausen,51911,Warstein,5974044,"(447755.76, 5705935.06, 452054.44, 5708194.36)"
Herringhausen,51913,Lippstadt,5974028,"(449858.13, 5721313.26, 451829.02, 5723199.7)"
Cappel,51915,Lippstadt,5974028,"(451109.59, 5724678.29, 452668.31, 5727472.59)"
Lipperode,51916,Lippstadt,5974028,"(455809.92, 5726171.18, 458748.71, 5730019.44)"
Eringerfeld,51917,Geseke,5974020,"(460418.68, 5713191.28, 464813.59, 5717351.57)"
Langeneicke,51918,Geseke,5974020,"(459300.13, 5716244.06, 462056.61, 5723283.92)"
Nordwald,51926,Lippetal,5974024,"(438766.35, 5720804.83, 441504.37, 5723194.79)"
Paradiese,51927,Soest,5974040,"(433004.21, 5712730.11, 434748.85, 5714148.87)"
Scheidingen,51928,Welver,5974048,"(424466.22, 5715045.6, 426820.08, 5719271.09)"
Illingen,51929,Welver,5974048,"(424614.37, 5718140.46, 426429.58, 5720400.3)"
Westbüderich,51930,Werl,5974052,"(420114.64, 5708976.81, 422521.59, 5712527.0)"
Neimen,51931,Fröndenberg/Ruhr,5978012,"(415549.38, 5702967.29, 417214.67, 5705276.82)"
Frohnhausen,51932,Fröndenberg/Ruhr,5978012,"(415927.05, 5703188.19, 417621.44, 5705165.7)"
Stentrop,51933,Fröndenberg/Ruhr,5978012,"(415605.08, 5704944.87, 417903.43, 5706225.26)"
Bentrop,51934,Fröndenberg/Ruhr,5978012,"(417726.53, 5703834.25, 420170.59, 5707971.14)"
Warmen,51935,Fröndenberg/Ruhr,5978012,"(417039.83, 5702996.13, 420033.65, 5705230.69)"
Ardey,51938,Fröndenberg/Ruhr,5978012,"(410787.44, 5703101.7, 412671.25, 5705801.71)"
Altendorf,51940,Fröndenberg/Ruhr,5978012,"(406629.34, 5702641.68, 408925.08, 5705484.18)"
Kessebüren,51941,Unna,5978036,"(410365.22, 5707195.58, 413187.29, 5709414.17)"
Ostbüren,51942,Fröndenberg/Ruhr,5978012,"(412798.74, 5706413.26, 416600.71, 5709434.04)"
Becke,51943,Hemer,5962016,"(413571.36, 5693933.8, 417216.43, 5696876.32)"
Barntrup,52001,Barntrup,5766012,"(505050.32, 5757482.83, 511191.94, 5763406.99)"
Blomberg,52002,Blomberg,5766016,"(504323.93, 5752512.26, 510948.5, 5758167.54)"
Oerlinghausen,52007,Oerlinghausen,5766056,"(475466.12, 5752546.53, 478628.01, 5758029.59)"
Bad Salzuflen,52008,Bad Salzuflen,5766008,"(479983.48, 5769413.05, 485188.02, 5774601.98)"
Schötmar,52009,Bad Salzuflen,5766008,"(482082.52, 5766614.96, 484699.89, 5770385.57)"
Altendonop,52012,Blomberg,5766016,"(499786.08, 5759265.26, 502707.88, 5761344.12)"
Asendorf,52015,Kalletal,5766036,"(498828.17, 5770698.84, 501819.02, 5773660.93)"
Bentorf,52026,Kalletal,5766036,"(492626.47, 5774136.71, 495711.74, 5777556.58)"
Bentrup,52027,Detmold,5766020,"(490222.79, 5758713.35, 493240.31, 5760854.28)"
Berlebeck,52030,Detmold,5766020,"(487849.88, 5745334.23, 492706.71, 5750316.56)"
Bexterhagen,52031,Leopoldshöhe,5766048,"(477893.62, 5764211.83, 480111.8, 5766092.67)"
Billerbeck,52033,Horn-Bad Meinberg,5766032,"(500891.96, 5746772.98, 504665.68, 5749201.3)"
Borkhausen,52036,Blomberg,5766016,"(505665.62, 5751046.68, 508342.48, 5752971.45)"
Brokhausen,52043,Detmold,5766020,"(493638.45, 5755455.09, 495803.95, 5758416.97)"
Brosen,52044,Kalletal,5766036,"(495860.07, 5770212.62, 499177.77, 5774152.96)"
Brüntorf,52045,Lemgo,5766044,"(488157.95, 5767725.43, 491371.96, 5770596.14)"
Cappel,52047,Blomberg,5766016,"(498266.68, 5754991.9, 500641.33, 5757355.89)"
Entrup,52057,Lemgo,5766044,"(491355.12, 5765866.14, 493208.68, 5767799.0)"
Erder,52058,Kalletal,5766036,"(493470.14, 5779358.17, 497625.93, 5781702.27)"
Eschenbruch,52059,Blomberg,5766016,"(510137.29, 5755346.26, 513419.0, 5759214.78)"
Falkenhagen,52062,Lügde,5766052,"(519042.24, 5747423.25, 522544.08, 5750221.43)"
Fromhausen,52065,Horn-Bad Meinberg,5766032,"(492406.46, 5747672.31, 495060.9, 5749774.83)"
Hagen,52072,Lage,5766040,"(484684.2, 5761251.09, 486964.31, 5763999.96)"
Hakedahl,52073,Detmold,5766020,"(492366.69, 5753949.74, 495263.33, 5756348.15)"
Hedderhagen,52077,Lage,5766040,"(489878.0, 5758091.34, 491576.86, 5759681.39)"
Heesten,52078,Horn-Bad Meinberg,5766032,"(497970.28, 5743304.45, 500756.78, 5747360.85)"
Heidelbeck,52079,Kalletal,5766036,"(498026.89, 5773165.86, 502585.41, 5776703.66)"
Heiden,52080,Lage,5766040,"(486919.14, 5757249.14, 490568.29, 5760434.09)"
Heidenoldendorf,52081,Detmold,5766020,"(486482.42, 5753167.93, 489930.48, 5756301.2)"
Heiligenkirchen,52082,Detmold,5766020,"(487433.77, 5747498.23, 492162.31, 5752507.9)"
Henstorf,52083,Kalletal,5766036,"(496441.64, 5767737.93, 499992.87, 5770805.93)"
Herrentrup,52085,Blomberg,5766016,"(500297.83, 5751209.65, 504577.69, 5753333.41)"
Höntrup,52092,Blomberg,5766016,"(500639.07, 5752395.85, 503052.99, 5754093.99)"
Drenke,52333,Beverungen,5762008,"(519433.14, 5724743.21, 523312.27, 5727032.88)"
Holzhausen-Externsteine,52098,Horn-Bad Meinberg,5766032,"(491499.9, 5744177.78, 494704.88, 5748314.3)"
Eichholz,52335,Steinheim,5762032,"(503842.34, 5742391.75, 507084.69, 5745205.69)"
Hornoldendorf,52101,Detmold,5766020,"(491926.99, 5749027.67, 494659.35, 5751899.68)"
Hummersen,52105,Lügde,5766052,"(521082.32, 5746125.66, 523825.57, 5749175.04)"
Kleinenmarpe,52112,Blomberg,5766016,"(498046.98, 5756649.08, 501305.57, 5759201.0)"
Köterberg,52114,Lügde,5766052,"(521458.85, 5744811.99, 523305.78, 5746603.49)"
Kohlstädt,52115,Schlangen,5766064,"(489199.37, 5740801.17, 494305.85, 5744742.33)"
Laßbruch,52121,Extertal,5766028,"(501626.38, 5771888.24, 504702.44, 5775222.88)"
Leese,52122,Lemgo,5766044,"(488887.18, 5764509.08, 491687.82, 5768013.9)"
Leopoldshöhe,52125,Leopoldshöhe,5766048,"(478457.08, 5761603.73, 480237.18, 5763408.99)"
Loßbruch,52132,Detmold,5766020,"(491597.2, 5758415.56, 493873.63, 5759615.58)"
Lothe,52133,Schieder-Schwalenberg,5766060,"(508762.36, 5746384.19, 511833.12, 5749175.37)"
Lüerdissen,52136,Lemgo,5766044,"(492190.65, 5767087.7, 496864.24, 5769181.68)"
Maspe,52139,Blomberg,5766016,"(504050.67, 5751058.17, 506397.59, 5753162.81)"
Matorf-Kirchheide,52140,Lemgo,5766044,"(490483.97, 5767615.64, 493270.87, 5771101.39)"
Mosebeck,52144,Detmold,5766020,"(495184.51, 5755003.5, 498874.45, 5757117.01)"
Mossenberg-Wöhren,52145,Blomberg,5766016,"(500233.96, 5754839.47, 502640.64, 5757400.13)"
Eilversen,52336,Marienmünster,5762024,"(516837.15, 5739591.88, 518365.97, 5741679.43)"
Niederschönhagen,52149,Detmold,5766020,"(496731.63, 5753689.11, 498610.1, 5755908.75)"
Nienhagen,52151,Leopoldshöhe,5766048,"(476262.06, 5763933.79, 478048.77, 5766075.29)"
Niese,52152,Lügde,5766052,"(519331.68, 5744357.16, 521956.3, 5747662.49)"
Niewald,52153,Detmold,5766020,"(489192.93, 5756491.79, 490513.93, 5758379.99)"
Oberschönhagen,52154,Detmold,5766020,"(496586.56, 5751435.07, 499283.88, 5754377.09)"
Oesterholz,52158,Schlangen,5766064,"(482464.97, 5740088.03, 492047.67, 5747983.73)"
Oettern-Bremke,52159,Detmold,5766020,"(490173.18, 5756551.68, 492511.07, 5758733.33)"
Osterhagen,52161,Kalletal,5766036,"(492797.51, 5769225.87, 495167.9, 5771978.08)"
Papenhausen,52162,Bad Salzuflen,5766008,"(487835.23, 5765948.41, 490165.65, 5768295.16)"
Reelkirchen,52166,Blomberg,5766016,"(500054.17, 5749744.42, 503389.33, 5752098.22)"
Rischenau,52169,Lügde,5766052,"(515651.81, 5745402.02, 520487.85, 5749617.49)"
Ruensiek,52171,Schieder-Schwalenberg,5766060,"(510959.89, 5744588.78, 515263.96, 5746844.47)"
Sabbenhausen,52172,Lügde,5766052,"(516796.99, 5749848.64, 521655.58, 5753589.82)"
Schieder,52175,Schieder-Schwalenberg,5766060,"(508062.58, 5750283.34, 514255.22, 5755668.72)"
Schlangen,52177,Schlangen,5766064,"(484443.92, 5738597.39, 494251.64, 5742297.77)"
Schmedissen,52178,Horn-Bad Meinberg,5766032,"(494601.91, 5748707.03, 496573.93, 5750291.19)"
Selbeck,52188,Barntrup,5766012,"(503234.44, 5757979.31, 506600.85, 5760018.2)"
Siebenhöfen,52189,Blomberg,5766016,"(502676.13, 5752669.81, 505560.37, 5754764.25)"
Siekholz,52191,Schieder-Schwalenberg,5766060,"(508131.47, 5752546.56, 512131.94, 5755940.56)"
Sommersell,52194,Barntrup,5766012,"(502584.31, 5759109.23, 505586.61, 5761392.5)"
Sonneborn,52195,Barntrup,5766012,"(509133.93, 5758719.24, 513527.87, 5764839.67)"
Spork-Eichholz,52196,Detmold,5766020,"(491895.1, 5751214.85, 494365.84, 5753707.04)"
Talle,52199,Kalletal,5766036,"(490689.72, 5770630.26, 494902.92, 5773747.88)"
Trophagen,52201,Lemgo,5766044,"(489834.73, 5759673.99, 492000.95, 5761771.41)"
Vahlhausen,52204,Detmold,5766020,"(494741.75, 5753542.78, 496785.71, 5755787.65)"
Vahlhausen,52205,Horn-Bad Meinberg,5766032,"(498850.54, 5747328.52, 501759.03, 5749363.51)"
Varenholz,52207,Kalletal,5766036,"(497090.18, 5778907.3, 500118.21, 5781687.11)"
Veldrom,52208,Horn-Bad Meinberg,5766032,"(493488.29, 5739665.52, 496582.25, 5743829.5)"
Waddenhausen,52210,Lage,5766040,"(482844.35, 5761383.83, 485018.88, 5764117.87)"
Wahmbeck,52212,Lemgo,5766044,"(491889.16, 5758564.48, 495658.05, 5761419.47)"
Wehren,52213,Horn-Bad Meinberg,5766032,"(498567.54, 5749528.5, 500998.43, 5752965.83)"
Kachtenhausen,52214,Lage,5766040,"(480530.92, 5756391.49, 482877.14, 5759317.37)"
Welstorf,52216,Lemgo,5766044,"(489267.07, 5770200.68, 491727.44, 5772659.87)"
Westorf,52219,Kalletal,5766036,"(492524.26, 5771771.16, 495618.17, 5774736.9)"
Wöbbel,52223,Schieder-Schwalenberg,5766060,"(505832.87, 5748702.62, 508786.82, 5752362.26)"
Wörderfeld,52224,Lügde,5766052,"(520582.51, 5748834.06, 523810.79, 5752527.76)"
Wülfer-Bexten,52225,Bad Salzuflen,5766008,"(478527.9, 5765119.76, 482641.92, 5768038.95)"
Wüsten,52226,Bad Salzuflen,5766008,"(483290.63, 5769458.86, 489625.92, 5775144.66)"
Harzberg,52227,Lügde,5766052,"(513263.51, 5751625.79, 514272.86, 5753424.83)"
Kempenfeldrom,52228,Horn-Bad Meinberg,5766032,"(494379.74, 5737560.92, 497187.48, 5743046.19)"
Altenbergen,52303,Marienmünster,5762024,"(514964.03, 5736451.48, 518755.52, 5739840.99)"
Altenheerse,52304,Willebadessen,5762040,"(501950.62, 5720835.52, 505749.97, 5723461.26)"
Auenhausen,52306,Brakel,5762016,"(513689.76, 5721020.26, 515770.5, 5724913.66)"
Beller,52308,Brakel,5762016,"(516077.42, 5725877.83, 518646.89, 5728908.06)"
Bellersen,52309,Brakel,5762016,"(510382.94, 5733667.54, 514383.92, 5737260.73)"
Blankenau,52312,Beverungen,5762008,"(524027.49, 5725854.53, 527721.14, 5728629.46)"
Borlinghausen,52318,Willebadessen,5762040,"(500691.96, 5713159.62, 504219.84, 5716973.74)"
Born,52319,Marienmünster,5762024,"(512909.29, 5743282.99, 515477.71, 5745348.31)"
Bremerberg,52323,Marienmünster,5762024,"(517952.02, 5738564.23, 519989.5, 5741554.09)"
Bruchhausen,52325,Höxter,5762020,"(517223.17, 5724578.69, 520752.46, 5730607.19)"
Calenberg,52327,Warburg,5762036,"(509494.7, 5698938.68, 512385.75, 5702226.39)"
Dalhausen,52328,Beverungen,5762008,"(518892.44, 5718548.39, 522513.51, 5722495.49)"
Dalheim,52329,Warburg,5762036,"(511927.87, 5702362.41, 515196.46, 5704110.23)"
Dössel,52331,Warburg,5762036,"(510469.74, 5707053.19, 513786.37, 5709704.13)"
Drankhausen,52332,Borgentreich,5762012,"(513388.95, 5718104.99, 515172.46, 5719199.49)"
Eissen,52337,Willebadessen,5762040,"(510264.07, 5711930.59, 514239.35, 5715551.14)"
Engar,52338,Willebadessen,5762040,"(506204.51, 5709696.59, 509014.25, 5712314.93)"
