name,schluessel,gemeinde,gmdschl,bbox
Geistingen,54021,Hennef (Sieg),5382020,"(375981.38, 5623452.8, 380797.13, 5628800.31)"
Gerlinghausen,54022,Much,5382036,"(384083.78, 5641185.34, 388746.68, 5645452.91)"
Halberg,54023,Lohmar,5382028,"(374815.17, 5633810.51, 378151.13, 5636550.66)"
Halft,54024,Eitorf,5382016,"(388537.85, 5625066.59, 394500.49, 5630760.94)"
Hangelar,54025,Sankt Augustin,5382056,"(368818.57, 5622888.02, 373391.04, 5626438.11)"
Happerschoß,54026,Hennef (Sieg),5382020,"(378652.32, 5627456.43, 383113.45, 5630446.17)"
Hasenpohl,54027,Königswinter,5382024,"(375142.94, 5616543.81, 379145.08, 5619500.52)"
Herchen,54029,Windeck,5382076,"(393113.77, 5623899.08, 397664.77, 5628859.77)"
Inger,54035,Lohmar,5382028,"(375558.88, 5631289.34, 379572.97, 5634393.89)"
Much,54052,Much,5382036,"(384867.78, 5638387.78, 390169.63, 5642319.94)"
Niederdollendorf,54053,Königswinter,5382024,"(370761.74, 5615999.5, 374710.67, 5618192.53)"
Niedermenden,54055,Sankt Augustin,5382056,"(369052.16, 5625840.64, 370471.31, 5628978.13)"
Niederpleis,54056,Sankt Augustin,5382056,"(372276.29, 5623681.55, 375999.45, 5627523.12)"
Oberdollendorf,54057,Königswinter,5382024,"(370654.34, 5616768.74, 374627.08, 5619508.87)"
Oberhau,54058,Königswinter,5382024,"(380150.59, 5614510.29, 384994.5, 5618024.8)"
Obermenden,54060,Sankt Augustin,5382056,"(370112.17, 5626030.75, 372422.72, 5629228.47)"
Oberpleis,54061,Königswinter,5382024,"(376724.51, 5617398.14, 382180.55, 5619884.87)"
Oelinghoven,54062,Königswinter,5382024,"(373738.5, 5618843.09, 377270.75, 5622137.97)"
Rosbach,54065,Windeck,5382076,"(399957.75, 5625965.15, 405713.16, 5630172.18)"
Ruppichteroth,54066,Ruppichteroth,5382052,"(388339.01, 5632635.91, 394893.68, 5637570.0)"
Seelscheid,54068,Neunkirchen-Seelscheid,5382040,"(378634.64, 5634966.81, 384193.09, 5640833.96)"
Siegburg,54069,Siegburg,5382060,"(371339.33, 5626847.73, 375024.32, 5631772.23)"
Söven,54073,Hennef (Sieg),5382020,"(375004.39, 5621476.05, 379982.6, 5624810.52)"
Spich,54074,Troisdorf,5382068,"(365538.76, 5630968.34, 369072.43, 5634571.26)"
Wahlfeld,54082,Königswinter,5382024,"(376472.21, 5619358.56, 381123.57, 5621806.33)"
Wahlscheid,54083,Lohmar,5382028,"(376564.44, 5635968.69, 380884.6, 5640045.59)"
Wellesberg,54084,Hennef (Sieg),5382020,"(380969.84, 5617344.19, 385241.62, 5620847.96)"
Windeck,54086,Windeck,5382076,"(398421.08, 5628530.82, 401757.7, 5633289.11)"
Alfter,54102,Alfter,5382004,"(355867.93, 5619069.61, 361724.35, 5624607.58)"
Altendorf,54103,Meckenheim,5382032,"(356853.0, 5603300.38, 361783.4, 5608213.41)"
Bornheim-Brenig,54107,Bornheim,5382012,"(354430.41, 5620798.57, 360623.87, 5628133.84)"
Ersdorf,54111,Meckenheim,5382032,"(355301.97, 5604011.26, 359722.18, 5608510.83)"
Gielsdorf,54116,Alfter,5382004,"(356291.5, 5618372.02, 361220.91, 5622240.57)"
Hilberath,54121,Rheinbach,5382048,"(352806.98, 5602403.67, 357274.38, 5604391.79)"
Ließem,54129,Wachtberg,5382072,"(367571.08, 5611298.19, 370809.07, 5613094.96)"
Meckenheim,54132,Meckenheim,5382032,"(357645.22, 5607519.76, 363090.33, 5613329.83)"
Merl,54134,Meckenheim,5382032,"(361696.99, 5609910.6, 363096.25, 5611559.45)"
Merten,54135,Bornheim,5382012,"(349515.12, 5626261.53, 355124.26, 5629020.45)"
Neukirchen,54139,Rheinbach,5382048,"(351394.14, 5604225.87, 354452.74, 5608252.98)"
Oedekoven,54146,Alfter,5382004,"(356422.42, 5617926.01, 361667.08, 5621231.46)"
Witterschlick,54165,Alfter,5382004,"(357808.23, 5614016.11, 361812.65, 5618831.47)"
Wormersdorf,54166,Rheinbach,5382048,"(354919.77, 5605851.86, 359069.8, 5610537.26)"
Weilerswist,54468,Weilerswist,5366040,"(345327.72, 5623034.92, 349979.28, 5628624.56)"
Aachen,54171,Aachen,5334002,"(290483.43, 5622676.51, 297819.79, 5631703.92)"
Brand,54172,Aachen,5334002,"(298083.54, 5623704.82, 302834.48, 5628814.97)"
Burtscheid,54173,Aachen,5334002,"(294405.69, 5623385.39, 297229.57, 5628522.21)"
Eilendorf,54174,Aachen,5334002,"(298240.25, 5626506.13, 301786.9, 5630736.44)"
Forst,54175,Aachen,5334002,"(295743.72, 5622293.55, 299187.52, 5630146.78)"
Haaren,54176,Aachen,5334002,"(296280.09, 5629622.27, 302065.27, 5632308.76)"
Laurensberg,54178,Aachen,5334002,"(286827.67, 5625989.67, 296493.06, 5634891.86)"
Merkstein,54259,Herzogenrath,5334016,"(294312.54, 5638577.76, 299279.26, 5644243.11)"
Kohlscheid,54260,Herzogenrath,5334016,"(292873.64, 5632518.92, 296403.13, 5637389.18)"
Stolberg,54261,Stolberg (Rhld.),5334032,"(300842.16, 5624086.2, 307677.81, 5631944.92)"
Würselen,54262,Würselen,5334036,"(295597.02, 5631830.99, 300121.22, 5636209.64)"
Eicherscheid,54272,Simmerath,5334028,"(307094.19, 5602659.75, 312200.56, 5608318.67)"
Höfen,54273,Monschau,5334020,"(304295.82, 5597271.5, 314344.66, 5604022.32)"
Strauch,54281,Simmerath,5334028,"(309598.5, 5610195.59, 314730.08, 5616320.68)"
Monschau,54282,Monschau,5334020,"(302070.5, 5602266.13, 306742.6, 5605643.55)"
Roetgen,54283,Roetgen,5334024,"(299684.48, 5611781.83, 306557.51, 5618071.18)"
Rurberg,54285,Simmerath,5334028,"(311235.92, 5600827.84, 317436.11, 5614704.35)"
Simmerath,54289,Simmerath,5334028,"(306288.96, 5606445.51, 311765.74, 5616516.75)"
Lammersdorf,54290,Simmerath,5334028,"(305378.46, 5611545.95, 309247.87, 5618477.29)"
Zweifall,54291,Stolberg (Rhld.),5334032,"(305079.72, 5618333.44, 310364.9, 5623096.8)"
Breinig,54293,Stolberg (Rhld.),5334032,"(301733.44, 5619951.14, 307328.68, 5625618.18)"
Beuel,54301,Bonn,5314000,"(364310.28, 5619713.91, 372637.92, 5626409.68)"
Bonn,54302,Bonn,5314000,"(361187.24, 5619880.11, 368136.71, 5626124.51)"
Dottendorf,54304,Bonn,5314000,"(365543.62, 5616631.59, 368592.95, 5619713.69)"
Duisdorf,54305,Bonn,5314000,"(360374.05, 5616764.03, 363379.03, 5621273.64)"
Endenich,54306,Bonn,5314000,"(362836.53, 5619141.82, 365127.84, 5622414.52)"
Friesdorf,54307,Bonn,5314000,"(366378.24, 5616150.04, 369542.75, 5619225.96)"
Godesberg,54308,Bonn,5314000,"(366396.95, 5613760.95, 370418.18, 5617627.15)"
Muffendorf,54316,Bonn,5314000,"(366089.63, 5612972.8, 371345.32, 5615738.22)"
Poppelsdorf,54319,Bonn,5314000,"(364411.46, 5618344.75, 366021.87, 5621338.26)"
Blankenheim,54324,Blankenheim,5366008,"(331115.83, 5587580.76, 334528.75, 5591546.39)"
Blankenheimerdorf,54325,Blankenheim,5366008,"(328455.08, 5587492.84, 334380.04, 5592974.31)"
Bleibuir,54328,Mechernich,5366028,"(325510.24, 5603245.85, 331001.35, 5608803.54)"
Kronenburg,54338,Dahlem,5366012,"(316369.19, 5579036.27, 323437.17, 5587574.0)"
Baasem,54339,Dahlem,5366012,"(316852.71, 5581682.29, 324300.61, 5588396.07)"
Dahlem,54340,Dahlem,5366012,"(320395.17, 5582264.86, 328218.95, 5589463.62)"
Dollendorf,54341,Blankenheim,5366008,"(333664.96, 5578487.16, 339887.9, 5584860.5)"
Hüngersdorf,54343,Blankenheim,5366008,"(333635.74, 5583610.82, 337778.05, 5588444.82)"
Ripsdorf,54344,Blankenheim,5366008,"(329637.08, 5582111.0, 335971.33, 5588294.5)"
Waldorf,54345,Blankenheim,5366008,"(328574.62, 5582955.82, 331869.7, 5585782.26)"
Dreiborn,54346,Schleiden,5366036,"(312745.75, 5600426.18, 321633.13, 5609261.84)"
Gemünd,54352,Schleiden,5366036,"(317210.02, 5602554.7, 327242.15, 5610612.95)"
Hellenthal,54360,Hellenthal,5366020,"(309684.09, 5589275.29, 323786.03, 5599072.48)"
Hollerath,54361,Hellenthal,5366020,"(311230.21, 5587688.31, 321631.55, 5594992.83)"
Holzmülheim,54362,Nettersheim,5366032,"(338430.14, 5596076.27, 342335.27, 5599807.31)"
Tondorf,54368,Nettersheim,5366032,"(334380.04, 5591864.58, 341700.96, 5595472.79)"
Rohr,54370,Blankenheim,5366008,"(336900.91, 5589014.69, 341312.12, 5592712.83)"
Ländchen,54372,Hellenthal,5366020,"(320058.85, 5589189.15, 328241.95, 5593702.75)"
Lommersdorf,54373,Blankenheim,5366008,"(338941.81, 5583631.49, 342658.35, 5590090.89)"
Freilingen,54375,Blankenheim,5366008,"(335719.14, 5584041.5, 339691.24, 5589607.18)"
Uedelhoven,54376,Blankenheim,5366008,"(338665.66, 5580285.11, 341967.13, 5583831.36)"
Marmagen,54377,Nettersheim,5366032,"(326016.08, 5590676.18, 330530.21, 5597804.74)"
Schleiden,54384,Schleiden,5366036,"(317384.66, 5597471.88, 324329.15, 5603922.31)"
Udenbreth,54385,Hellenthal,5366020,"(313216.48, 5584610.17, 317728.25, 5589887.8)"
Mechernich,54392,Mechernich,5366028,"(329376.37, 5603976.61, 337013.07, 5608213.05)"
Losheim,54394,Hellenthal,5366020,"(311095.11, 5577679.35, 316793.33, 5588986.09)"
Wahlen,54395,Kall,5366024,"(322441.5, 5592334.64, 328023.62, 5598180.42)"
Effelsberg,54410,Bad Münstereifel,5366004,"(345365.02, 5595456.26, 351521.4, 5601214.95)"
Euskirchen,54417,Euskirchen,5366016,"(339853.73, 5609050.52, 345887.92, 5617875.88)"
Flamersheim,54418,Euskirchen,5366016,"(346431.42, 5603072.78, 353768.27, 5611768.66)"
Houverath,54423,Bad Münstereifel,5366004,"(346721.91, 5599152.91, 353409.67, 5603631.78)"
Kommern,54430,Mechernich,5366028,"(331591.63, 5607125.35, 337061.59, 5612031.23)"
Mahlberg,54439,Bad Münstereifel,5366004,"(343400.57, 5595863.81, 346669.01, 5600626.54)"
Mutscheid,54442,Bad Münstereifel,5366004,"(344017.95, 5591212.5, 351418.91, 5598791.81)"
Münstereifel,54444,Bad Münstereifel,5366004,"(340109.98, 5599457.29, 351085.49, 5604637.16)"
Schönau,54456,Bad Münstereifel,5366004,"(340498.2, 5594661.55, 344922.28, 5599875.97)"
Olpe,54941,Kürten,5378012,"(377965.66, 5653581.78, 383643.89, 5660064.18)"
Paffrath,54942,Bergisch Gladbach,5378004,"(364040.64, 5649941.13, 368137.06, 5654577.68)"
Refrath,54944,Bergisch Gladbach,5378004,"(365578.07, 5644938.19, 369777.55, 5648555.02)"
Rösrath,54945,Rösrath,5378028,"(368763.55, 5638146.39, 373044.09, 5641577.36)"
Sand,54946,Bergisch Gladbach,5378004,"(369568.21, 5648985.8, 373976.85, 5653401.46)"
Unterodenthal,54951,Odenthal,5378020,"(366117.31, 5652646.25, 371163.39, 5658913.16)"
Vilkerath,54954,Overath,5378024,"(379149.3, 5645763.9, 383150.58, 5648824.98)"
Volberg,54955,Rösrath,5378028,"(368989.95, 5640925.21, 373217.18, 5643113.16)"
Witzhelden,54956,Leichlingen (Rhld.),5378016,"(365286.42, 5662721.48, 371070.57, 5666946.22)"
Köln,54958,Köln,5315000,"(354487.06, 5642400.56, 357726.25, 5647032.12)"
Köln-Rondorf,54959,Köln,5315000,"(353713.99, 5639573.33, 358512.01, 5643335.71)"
Ehrenfeld,54963,Köln,5315000,"(352997.65, 5645102.06, 356084.67, 5647482.78)"
Nippes,54964,Köln,5315000,"(354214.74, 5646653.62, 359512.67, 5649443.6)"
Worringen,54965,Köln,5315000,"(343917.32, 5652132.69, 357899.15, 5661476.08)"
Longerich,54966,Köln,5315000,"(350401.2, 5648301.96, 359196.93, 5654971.5)"
Mülheim,54967,Köln,5315000,"(357813.14, 5645025.52, 361911.96, 5649592.93)"
Wichheim-Schweinheim,54968,Köln,5315000,"(361101.99, 5646128.07, 364595.63, 5650901.65)"
Merheim,54969,Köln,5315000,"(361053.12, 5642585.19, 363936.87, 5647376.17)"
Wassenberg,54501,Wassenberg,5370036,"(298581.24, 5662773.21, 303530.17, 5667718.96)"
Merbeck,54511,Wegberg,5370040,"(304779.77, 5670725.28, 309969.47, 5674567.57)"
Hückelhoven-Ratheim,54524,Hückelhoven,5370020,"(300520.58, 5655870.25, 307063.85, 5663533.38)"
Erkelenz,54526,Erkelenz,5370004,"(309363.35, 5658350.97, 315630.19, 5665161.38)"
Wolbeck-Kirchspiel,55012,Münster,5515000,"(409788.77, 5750296.68, 415715.26, 5756976.07)"
Angelmodde,55013,Münster,5515000,"(408622.35, 5751226.85, 411821.69, 5754831.19)"
Alverskirchen,55014,Everswinkel,5570024,"(414480.2, 5747529.07, 420310.27, 5754924.48)"
Albersloh,55015,Sendenhorst,5570040,"(409653.56, 5742792.31, 417321.51, 5751601.68)"
Rinkerode,55016,Drensteinfurt,5570016,"(404332.86, 5740008.54, 412855.33, 5748408.44)"
Nottuln,55017,Nottuln,5558032,"(383610.47, 5748528.63, 392637.73, 5759045.66)"
Tecklenburg,55035,Tecklenburg,5566088,"(417088.19, 5784807.08, 420046.37, 5787933.53)"
Ledde,55036,Tecklenburg,5566088,"(417373.35, 5785609.11, 422793.82, 5790688.72)"
Leeden,55037,Tecklenburg,5566088,"(421565.35, 5783442.67, 426800.95, 5789868.22)"
Lotte,55038,Lotte,5566048,"(423620.63, 5787442.76, 428864.84, 5794453.28)"
Wersen,55039,Lotte,5566048,"(425577.38, 5793976.41, 431230.62, 5802265.69)"
Westerkappeln,55040,Westerkappeln,5566092,"(417859.54, 5789437.47, 426572.69, 5803952.87)"
Brochterbeck,55041,Tecklenburg,5566088,"(410172.72, 5781500.24, 418172.22, 5789150.48)"
Lengerich,55042,Lengerich,5566040,"(412657.58, 5774425.89, 426789.41, 5786000.29)"
Ladbergen,55043,Ladbergen,5566032,"(411119.4, 5772070.55, 421244.69, 5781745.66)"
Ostbevern,55044,Ostbevern,5570032,"(412564.95, 5761622.83, 426020.52, 5773293.21)"
Milte,55045,Warendorf,5570052,"(422852.16, 5760647.38, 431685.82, 5767361.36)"
Hoetmar,55059,Warendorf,5570052,"(421318.94, 5745095.66, 429435.92, 5750856.72)"
Westkirchen,55060,Ennigerloh,5570020,"(429194.58, 5746010.97, 436192.86, 5752907.38)"
Ostenfelde,55061,Ennigerloh,5570020,"(433589.69, 5743458.35, 440829.23, 5751085.49)"
Ennigerloh,55062,Ennigerloh,5570020,"(428758.59, 5740147.74, 437402.54, 5747063.27)"
Vorhelm,55082,Ahlen,5570004,"(422970.81, 5736701.7, 430462.75, 5742846.86)"
Wegberg,54539,Wegberg,5370040,"(304245.25, 5664498.09, 314993.31, 5672862.43)"
Übach-Palenberg,54553,Übach-Palenberg,5370028,"(290334.1, 5642378.62, 300179.38, 5648634.69)"
Senden,55101,Senden,5558044,"(391192.0, 5741878.7, 400155.66, 5751257.55)"
Appelhülsen,55102,Nottuln,5558032,"(390225.87, 5748862.11, 394210.98, 5752630.69)"
Rorup,55158,Dülmen,5558016,"(378010.25, 5750056.56, 382274.17, 5754265.75)"
Haltern-Stadt,55160,Haltern am See,5562016,"(372671.18, 5731853.33, 379116.15, 5736313.84)"
Haltern-Kirchspiel,55161,Haltern am See,5562016,"(367225.44, 5730480.77, 383465.55, 5742786.02)"
Haltern,55162,Haltern am See,5562016,"(365055.88, 5728858.64, 380774.56, 5738087.21)"
Gangelt,54557,Gangelt,5370008,"(286238.79, 5648272.35, 294475.18, 5656551.24)"
Osterwick,55170,Rosendahl,5558040,"(368795.9, 5759864.85, 379101.34, 5767956.41)"
Holtwick,55171,Rosendahl,5558040,"(366259.66, 5760004.06, 374728.54, 5765349.14)"
Geilenkirchen,54559,Geilenkirchen,5370012,"(292963.35, 5646815.78, 301878.43, 5655224.3)"
Südlohn,55176,Südlohn,5554060,"(350782.37, 5755388.3, 357847.55, 5762580.86)"
Wessum,55177,Ahaus,5554004,"(357456.57, 5771440.72, 365409.71, 5782253.04)"
Alstätte,55178,Ahaus,5554004,"(354001.14, 5774477.88, 360566.05, 5783164.48)"
Randerath,54562,Heinsberg (Rhld.),5370016,"(296448.75, 5653947.97, 304606.6, 5657888.63)"
Effeld,54574,Wassenberg,5370036,"(295671.42, 5666233.73, 301072.57, 5670225.47)"
Quadrath-Ichendorf,54627,Bergheim,5362008,"(333761.07, 5643100.66, 340812.35, 5647660.7)"
Haaren,54580,Waldfeucht,5370032,"(288792.06, 5660163.99, 294221.88, 5665777.01)"
Heinsberg,54584,Heinsberg (Rhld.),5370016,"(294815.37, 5657520.31, 297777.29, 5663284.42)"
Bachem,54660,Frechen,5362024,"(342925.5, 5638484.66, 349197.86, 5642573.75)"
Buschbell,54661,Frechen,5362024,"(339765.51, 5643397.83, 346942.1, 5645452.07)"
Frechen,54662,Frechen,5362024,"(340470.82, 5638422.59, 348506.88, 5644238.28)"
Arsbeck,54591,Wegberg,5370040,"(299997.53, 5668677.35, 306246.25, 5674146.2)"
Bergisch Neukirchen,54601,Leverkusen,5316000,"(360030.49, 5659222.28, 365184.28, 5662452.82)"
Bürrig,54602,Leverkusen,5316000,"(356242.82, 5655662.79, 360749.43, 5658820.49)"
Opladen,54605,Leverkusen,5316000,"(358070.01, 5657795.08, 361878.52, 5661900.74)"
Lützenkirchen,54604,Leverkusen,5316000,"(360328.61, 5656795.13, 366468.72, 5660242.98)"
Bergheim,54620,Bergheim,5362008,"(331210.37, 5644495.38, 336409.39, 5651991.63)"
Hüchelhoven,54622,Bergheim,5362008,"(335106.92, 5644931.28, 343210.63, 5654888.66)"
Badorf,54630,Brühl,5362012,"(347905.37, 5628075.26, 353327.39, 5631932.6)"
Brühl,54631,Brühl,5362012,"(347426.28, 5630496.03, 354635.33, 5634629.36)"
Kierberg,54632,Brühl,5362012,"(348333.79, 5632157.82, 351912.02, 5634131.25)"
Blatzheim,54680,Kerpen,5362032,"(331579.1, 5632715.5, 337129.88, 5641066.47)"
Bergstein,54703,Hürtgenwald,5358016,"(316694.59, 5617238.55, 320517.76, 5620818.17)"
Brandenberg,54704,Hürtgenwald,5358016,"(315233.78, 5618424.15, 318636.45, 5623150.36)"
Bliesheim,54650,Erftstadt,5362020,"(344611.48, 5625763.96, 348599.04, 5630453.89)"
Lechenich,54657,Erftstadt,5362020,"(338219.67, 5626546.01, 345776.7, 5632880.73)"
Liblar,54658,Erftstadt,5362020,"(344478.37, 5629522.85, 348185.74, 5636433.67)"
Fischenich,54672,Hürth,5362028,"(348650.63, 5634434.47, 353860.51, 5637778.92)"
Gleuel,54673,Hürth,5362028,"(343571.62, 5636946.16, 349981.97, 5641565.83)"
Horrem,54682,Kerpen,5362032,"(337618.91, 5640103.91, 341898.19, 5644059.56)"
Kerpen,54683,Kerpen,5362032,"(334649.53, 5634515.99, 340645.65, 5641632.88)"
Brauweiler,54690,Pulheim,5362036,"(341135.59, 5645329.58, 347698.11, 5650593.79)"
Stommeln,54694,Pulheim,5362036,"(339440.61, 5652119.15, 346335.25, 5659555.55)"
Gey,54707,Hürtgenwald,5358016,"(313597.36, 5623697.25, 319168.97, 5627970.62)"
Großhau,54708,Hürtgenwald,5358016,"(312531.17, 5622867.29, 317389.34, 5626218.32)"
Hürtgen,54709,Hürtgenwald,5358016,"(310104.96, 5618438.14, 315835.59, 5623730.99)"
Kleinhau,54710,Hürtgenwald,5358016,"(311293.08, 5621179.01, 317338.17, 5625600.09)"
Schmidt,54719,Nideggen,5358044,"(314311.68, 5612489.54, 319263.45, 5618361.13)"
Vossenack,54720,Hürtgenwald,5358016,"(308148.21, 5614359.34, 316800.28, 5621203.84)"
Boich-Leversbach,54744,Kreuzau,5358028,"(318982.23, 5619696.3, 324172.63, 5622389.85)"
Merode,54752,Langerwehe,5358032,"(313257.23, 5626050.03, 316977.21, 5632317.7)"
Froitzheim,54754,Vettweiß,5358060,"(325032.28, 5619968.96, 332498.61, 5622920.13)"
Düren,54749,Düren,5358008,"(320565.27, 5627381.93, 326559.86, 5633326.95)"
Heek,55187,Heek,5554024,"(363898.7, 5771700.19, 375035.72, 5778051.68)"
Horstmar,55195,Horstmar,5566024,"(379669.6, 5768671.62, 387400.42, 5778404.47)"
Metelen,55196,Metelen,5566052,"(372438.26, 5775439.22, 381754.58, 5783104.73)"
Ochtrup,55199,Ochtrup,5566068,"(369797.27, 5780780.59, 383560.61, 5792268.08)"
Wettringen,55202,Wettringen,5566096,"(378246.34, 5783212.91, 389837.0, 5793637.84)"
Rheine-Stadt,55203,Rheine,5566076,"(391060.92, 5790691.15, 396690.2, 5798486.89)"
Rheine r.d. Ems,55204,Rheine,5566076,"(391155.26, 5789895.67, 401902.99, 5800168.56)"
Rheine l.d. Ems,55205,Rheine,5566076,"(388529.43, 5783731.03, 395936.76, 5796938.41)"
Neuenkirchen,55206,Neuenkirchen,5566060,"(385627.5, 5782256.49, 393737.95, 5794906.75)"
Mesum,55207,Rheine,5566076,"(393620.31, 5783464.87, 399308.99, 5790079.48)"
Emsdetten,55208,Emsdetten,5566008,"(392818.92, 5776438.25, 406599.99, 5787609.71)"
Nideggen,54774,Nideggen,5358044,"(318257.04, 5616014.24, 324112.15, 5620979.56)"
Abenden,54775,Nideggen,5358044,"(318874.72, 5614905.47, 323728.78, 5617791.07)"
Wenau,54789,Langerwehe,5358032,"(309600.19, 5627779.44, 314553.38, 5632577.98)"
Jüngersdorf,54791,Langerwehe,5358032,"(313405.32, 5628403.5, 316155.36, 5634025.49)"
Waldvelen,55245,Velen,5554064,"(358156.04, 5747163.99, 365822.66, 5754889.97)"
Hülscheid,51009,Schalksmühle,5962056,"(396413.24, 5677312.53, 404668.23, 5683722.1)"
Lüdenscheid-Land,51010,Lüdenscheid,5962032,"(398874.39, 5667898.58, 410872.55, 5680826.85)"
Lüdenscheid-Stadt,51011,Lüdenscheid,5962032,"(401708.36, 5672965.29, 406706.32, 5677066.65)"
Meinerzhagen,51012,Meinerzhagen,5962036,"(401804.28, 5658349.93, 410183.58, 5668284.14)"
Valbert,51013,Meinerzhagen,5962036,"(408115.3, 5658429.34, 418724.5, 5666922.27)"
Jülich,54836,Jülich,5358024,"(312943.74, 5639517.49, 319314.24, 5647354.71)"
Herblinghausen,51048,Sundern (Sauerl.),5958044,"(436750.08, 5687308.52, 439542.83, 5690139.57)"
Titz,54855,Titz,5358056,"(316268.68, 5649092.37, 323579.71, 5657987.15)"
Balken,54901,Overath,5378024,"(377310.37, 5643753.32, 381325.62, 5647273.26)"
Bechen,54902,Kürten,5378012,"(372690.3, 5653944.97, 376921.53, 5659587.71)"
Bensberg-Freiheit,54903,Bergisch Gladbach,5378004,"(369501.16, 5646558.57, 372068.91, 5649644.24)"
Forsbach,54918,Rösrath,5378028,"(369261.29, 5642292.31, 373579.31, 5645055.71)"
Gladbach,54919,Bergisch Gladbach,5378004,"(367022.48, 5647827.46, 370763.3, 5651927.82)"
Gronau,54920,Bergisch Gladbach,5378004,"(366193.42, 5647609.35, 369115.42, 5650793.32)"
Heiliger,54922,Overath,5378024,"(376839.74, 5640818.27, 382953.47, 5644813.24)"
Herkenrath,54923,Bergisch Gladbach,5378004,"(371371.64, 5647254.62, 377447.62, 5652126.39)"
Immekeppel,54925,Overath,5378024,"(375050.95, 5645860.02, 379497.07, 5649931.62)"
Kürten,54927,Kürten,5378012,"(375716.72, 5654426.8, 381078.99, 5660885.94)"
Leichlingen,54928,Leichlingen (Rhld.),5378016,"(359153.59, 5660727.72, 366275.68, 5666351.46)"
Löderich,54932,Overath,5378024,"(373848.98, 5643333.23, 377898.66, 5646805.72)"
Lüghausen,54933,Rösrath,5378028,"(372701.77, 5639142.24, 375936.25, 5641875.24)"
Deutz,54972,Köln,5315000,"(357031.22, 5643034.22, 359614.43, 5646775.11)"
Heumar,54984,Köln,5315000,"(361706.59, 5640945.42, 369250.04, 5643078.57)"
Lövenich,54989,Köln,5315000,"(345790.17, 5641310.05, 351025.05, 5649667.27)"
Rondorf-Land,54993,Köln,5315000,"(353246.44, 5633439.74, 362939.98, 5640722.28)"
Münster,55001,Münster,5515000,"(399856.69, 5752723.83, 410577.07, 5763395.88)"
Sankt Mauritz,55002,Münster,5515000,"(401497.93, 5755133.88, 412339.08, 5768640.72)"
Handorf,55005,Münster,5515000,"(409545.73, 5756250.03, 414008.14, 5765762.19)"
Amelsbüren,55006,Münster,5515000,"(399142.21, 5744171.4, 407134.36, 5753460.94)"
Hiltrup,55007,Münster,5515000,"(403087.92, 5747275.01, 411195.12, 5753606.06)"
Telgte-Stadt,55008,Telgte,5570044,"(415714.29, 5758689.1, 417559.71, 5760597.48)"
Telgte-Kirchspiel,55009,Telgte,5570044,"(412722.64, 5754011.08, 424228.26, 5763114.24)"
Westbevern,55010,Telgte,5570044,"(411100.16, 5762482.2, 418022.46, 5768947.92)"
Roxel,55019,Münster,5515000,"(395091.31, 5754357.95, 402224.9, 5759627.0)"
Bösensell,55021,Senden,5558044,"(392096.76, 5749446.94, 397698.17, 5755618.14)"
Nienberge,55022,Münster,5515000,"(397940.35, 5758596.16, 403492.1, 5767090.72)"
Havixbeck,55023,Havixbeck,5558020,"(387698.08, 5754578.02, 395792.62, 5763258.26)"
Greven,55024,Greven,5566012,"(398934.03, 5765470.67, 414752.95, 5778802.86)"
Saerbeck,55026,Saerbeck,5566080,"(401227.37, 5776974.54, 411947.81, 5786932.71)"
Ibbenbüren,55027,Ibbenbüren,5566028,"(404874.55, 5783883.63, 421038.68, 5800415.34)"
Riesenbeck,55028,Hörstel,5566016,"(403004.84, 5784861.61, 409938.63, 5793535.74)"
Hopsten,55031,Hopsten,5566020,"(400542.02, 5799801.47, 409612.04, 5808774.34)"
Lienen,55047,Lienen,5566044,"(420367.45, 5770876.54, 433323.24, 5781628.08)"
Warendorf,55048,Warendorf,5570052,"(422847.11, 5753615.56, 435326.99, 5759216.79)"
Ottmarsbocholt,55104,Senden,5558044,"(396501.01, 5736687.05, 403667.52, 5745487.34)"
Ascheberg,55105,Ascheberg,5558004,"(399877.67, 5733852.94, 409371.49, 5744596.14)"
Nordkirchen,55106,Nordkirchen,5558028,"(394819.81, 5730351.71, 403422.03, 5737089.28)"
Olfen-Stadt,55108,Olfen,5558036,"(386063.7, 5727546.73, 390144.53, 5731131.22)"
Seppenrade,55109,Lüdinghausen,5558024,"(379880.56, 5731909.47, 392477.01, 5740510.86)"
Datteln,55110,Datteln,5562008,"(379459.36, 5719414.83, 390796.93, 5729302.06)"
Herten,55116,Herten,5562020,"(366139.69, 5712594.14, 373810.6, 5721996.94)"
Oer-Erkenschwick,55117,Oer-Erkenschwick,5562028,"(374892.53, 5720645.69, 382201.51, 5729584.47)"
Henrichenburg,55119,Castrop-Rauxel,5562004,"(380886.06, 5717322.83, 385385.15, 5720849.71)"
Waltrop,55121,Waltrop,5562036,"(383615.18, 5716330.93, 393770.17, 5724710.89)"
Dorsten,55122,Dorsten,5562012,"(354274.08, 5721623.12, 367319.21, 5732173.71)"
Altendorf-Ulfkotte,55123,Dorsten,5562012,"(359878.71, 5720995.45, 364693.26, 5724700.73)"
Marl,55124,Marl,5562024,"(363277.4, 5719990.53, 375911.09, 5731565.9)"
Buer,55126,Gelsenkirchen,5513000,"(360695.26, 5710659.48, 371361.38, 5721921.59)"
Gladbeck,55129,Gladbeck,5562014,"(355906.74, 5710939.97, 363551.88, 5721097.54)"
